Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
                0.00    0.00       4/4           std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_Deque_base() [285]
-----------------------------------------------
                0.00    0.00       4/4           std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::~stack() [317]
[310]    0.0    0.00    0.00       4         std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::~deque() [310]
                0.00    0.00       4/4           std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_get_Tp_allocator() [284]
                0.00    0.00       4/150         std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::end() [116]
                0.00    0.00       4/4           std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::begin() [308]
                0.00    0.00       4/4           std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_destroy_data(std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData&, AVLTree<testing, Compare>::Iterator::IteratorNodeData*>, std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData&, AVLTree<testing, Compare>::Iterator::IteratorNodeData*>, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> const&) [307]
                0.00    0.00       4/4           std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::~_Deque_base() [286]
-----------------------------------------------
                0.00    0.00       4/4           std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::~deque() [314]
[311]    0.0    0.00    0.00       4         std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::_M_destroy_data(std::_Deque_iterator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*>, std::_Deque_iterator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*>, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> const&) [311]
-----------------------------------------------
                0.00    0.00       4/4           std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::~deque() [314]
[312]    0.0    0.00    0.00       4         std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::begin() [312]
                0.00    0.00       4/36          std::_Deque_iterator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*>::_Deque_iterator(std::_Deque_iterator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*> const&) [145]
-----------------------------------------------
                0.00    0.00       4/4           std::stack<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> > >::stack<std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >, void>() [318]
[313]    0.0    0.00    0.00       4         std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::deque() [313]
                0.00    0.00       4/4           std::_Deque_base<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::_Deque_base() [297]
-----------------------------------------------
                0.00    0.00       4/4           std::stack<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> > >::~stack() [319]
[314]    0.0    0.00    0.00       4         std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::~deque() [314]
                0.00    0.00       4/4           std::_Deque_base<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::_M_get_Tp_allocator() [296]
                0.00    0.00       4/32          std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::end() [146]
                0.00    0.00       4/4           std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::begin() [312]
                0.00    0.00       4/4           std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::_M_destroy_data(std::_Deque_iterator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*>, std::_Deque_iterator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*>, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> const&) [311]
                0.00    0.00       4/4           std::_Deque_base<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::~_Deque_base() [298]
-----------------------------------------------
                0.00    0.00       1/4           std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::~deque() [484]
                0.00    0.00       3/4           std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::back() [330]
[315]    0.0    0.00    0.00       4         std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::end() [315]
                0.00    0.00       4/5           std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**>::_Deque_iterator(std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**> const&) [247]
-----------------------------------------------
                0.00    0.00       4/4           AVLTree<testing, Compare>::Iterator::Iterator(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, Compare) [249]
[316]    0.0    0.00    0.00       4         std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::stack<std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >, void>() [316]
                0.00    0.00       4/4           std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::deque() [309]
-----------------------------------------------
                0.00    0.00       4/4           AVLTree<testing, Compare>::Iterator::~Iterator() [250]
[317]    0.0    0.00    0.00       4         std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::~stack() [317]
                0.00    0.00       4/4           std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::~deque() [310]
-----------------------------------------------
                0.00    0.00       4/4           AVLTree<int*, std::less<int> >::Iterator::Iterator(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::less<int>) [251]
[318]    0.0    0.00    0.00       4         std::stack<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> > >::stack<std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >, void>() [318]
                0.00    0.00       4/4           std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::deque() [313]
-----------------------------------------------
                0.00    0.00       4/4           AVLTree<int*, std::less<int> >::Iterator::~Iterator() [252]
[319]    0.0    0.00    0.00       4         std::stack<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> > >::~stack() [319]
                0.00    0.00       4/4           std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::~deque() [314]
-----------------------------------------------
                0.00    0.00       4/4           std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::empty() const [269]
[320]    0.0    0.00    0.00       4         bool std::operator==<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**>(std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**> const&, std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**> const&) [320]
-----------------------------------------------
                0.00    0.00       1/3           AVLTreeInternals::AVLTreeBase<testing, Compare>::rotate(bool, bool, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*) [189]
                0.00    0.00       2/3           AVLTreeInternals::AVLTreeBase<testing, Compare>::rotateRL(bool, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*) [337]
[321]    0.0    0.00    0.00       3         AVLTreeInternals::AVLTreeBase<testing, Compare>::rotateRR(bool, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*) [321]
-----------------------------------------------
                0.00    0.00       3/3           AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::insert(int*) [23]
[322]    0.0    0.00    0.00       3         AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node::Node(int*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*) [322]
-----------------------------------------------
                0.00    0.00       3/3           AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::~AVLTreeBase() [381]
[323]    0.0    0.00    0.00       3         AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node::~Node() [323]
-----------------------------------------------
                0.00    0.00       3/3           void std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::destroy<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>(std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**) [328]
[324]    0.0    0.00    0.00       3         void __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>::destroy<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**) [324]
-----------------------------------------------
                0.00    0.00       3/3           void std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::construct<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&>(std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&) [329]
[325]    0.0    0.00    0.00       3         void __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>::construct<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&>(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&) [325]
                0.00    0.00       3/6           AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const& std::forward<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&>(std::remove_reference<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&>::type&) [246]
                0.00    0.00       3/29984       operator new(unsigned long, void*) [48]
-----------------------------------------------
                0.00    0.00       3/3           std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::back() [330]
[326]    0.0    0.00    0.00       3         std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**>::operator*() const [326]
-----------------------------------------------
                0.00    0.00       3/3           std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::back() [330]
[327]    0.0    0.00    0.00       3         std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**>::operator--() [327]
-----------------------------------------------
                0.00    0.00       3/3           std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::pop_back() [331]
[328]    0.0    0.00    0.00       3         void std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::destroy<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>(std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**) [328]
                0.00    0.00       3/3           void __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>::destroy<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**) [324]
-----------------------------------------------
                0.00    0.00       3/3           std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::push_back(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&) [332]
[329]    0.0    0.00    0.00       3         void std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::construct<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&>(std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&) [329]
                0.00    0.00       3/6           AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const& std::forward<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&>(std::remove_reference<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&>::type&) [246]
                0.00    0.00       3/3           void __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>::construct<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&>(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&) [325]
-----------------------------------------------
                0.00    0.00       3/3           std::stack<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> > >::top() [334]
[330]    0.0    0.00    0.00       3         std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::back() [330]
                0.00    0.00       3/4           std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::end() [315]
                0.00    0.00       3/3           std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**>::operator*() const [326]
                0.00    0.00       3/3           std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**>::operator--() [327]
-----------------------------------------------
                0.00    0.00       3/3           std::stack<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> > >::pop() [333]
[331]    0.0    0.00    0.00       3         std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::pop_back() [331]
                0.00    0.00       3/3           void std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::destroy<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>(std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**) [328]
-----------------------------------------------
                0.00    0.00       3/3           std::stack<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> > >::push(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&) [335]
[332]    0.0    0.00    0.00       3         std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::push_back(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&) [332]
                0.00    0.00       3/3           void std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::construct<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&>(std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&) [329]
-----------------------------------------------
                0.00    0.00       3/3           AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::~AVLTreeBase() [381]
[333]    0.0    0.00    0.00       3         std::stack<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> > >::pop() [333]
                0.00    0.00       3/3           std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::pop_back() [331]
-----------------------------------------------
                0.00    0.00       3/3           AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::~AVLTreeBase() [381]
[334]    0.0    0.00    0.00       3         std::stack<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> > >::top() [334]
                0.00    0.00       3/3           std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::back() [330]
-----------------------------------------------
                0.00    0.00       3/3           AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::~AVLTreeBase() [381]
[335]    0.0    0.00    0.00       3         std::stack<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> > >::push(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&) [335]
                0.00    0.00       3/3           std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::push_back(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&) [332]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[336]    0.0    0.00    0.00       2         AVLTreeInternals::AVLTreeBase<testing, Compare>::print() [336]
                0.00    0.00       2/2           AVLTree<testing, Compare>::sideways(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, int) const [352]
-----------------------------------------------
                0.00    0.00       2/2           AVLTreeInternals::AVLTreeBase<testing, Compare>::rotate(bool, bool, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*) [189]
[337]    0.0    0.00    0.00       2         AVLTreeInternals::AVLTreeBase<testing, Compare>::rotateRL(bool, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*) [337]
                0.00    0.00       2/3           AVLTreeInternals::AVLTreeBase<testing, Compare>::rotateRR(bool, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*) [321]
-----------------------------------------------
                0.00    0.00       2/2           AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::insert(int*) [23]
[338]    0.0    0.00    0.00       2         AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::balanceInsert(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*) [338]
                0.00    0.00       4/4           AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::calculateBalanceFactor(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*) [248]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[339]    0.0    0.00    0.00       2         AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::print() [339]
                0.00    0.00       2/2           AVLTree<int*, std::less<int> >::sideways(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, int) const [353]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[340]    0.0    0.00    0.00       2         AVLTree<testing, Compare>::end() [340]
                0.00    0.00       2/4           AVLTree<testing, Compare>::Iterator::Iterator(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, Compare) [249]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[341]    0.0    0.00    0.00       2         AVLTree<testing, Compare>::begin() [341]
                0.00    0.00       2/4           AVLTree<testing, Compare>::Iterator::Iterator(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, Compare) [249]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[342]    0.0    0.00    0.00       2         AVLTree<int*, std::less<int> >::end() [342]
                0.00    0.00       2/4           AVLTree<int*, std::less<int> >::Iterator::Iterator(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::less<int>) [251]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[343]    0.0    0.00    0.00       2         AVLTree<int*, std::less<int> >::begin() [343]
                0.00    0.00       2/4           AVLTree<int*, std::less<int> >::Iterator::Iterator(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::less<int>) [251]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**>::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>(std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> const&) [360]
[344]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**>::new_allocator() [344]
-----------------------------------------------
