Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.00      0.03     0.00        2     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::_M_get_map_allocator() const
  0.00      0.03     0.00        2     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::_M_get_Tp_allocator() const
  0.00      0.03     0.00        2     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::_M_get_map_allocator() const
  0.00      0.03     0.00        2     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::_M_get_Tp_allocator() const
  0.00      0.03     0.00        2     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::_M_get_map_allocator() const
  0.00      0.03     0.00        2     0.00     0.00  std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**>::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>(std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> const&)
  0.00      0.03     0.00        2     0.00     0.00  std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**>::~allocator()
  0.00      0.03     0.00        2     0.00     0.00  std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**>::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>(std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> const&)
  0.00      0.03     0.00        2     0.00     0.00  std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**>::~allocator()
  0.00      0.03     0.00        2     0.00     0.00  std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**>::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>(std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> const&)
  0.00      0.03     0.00        2     0.00     0.00  std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**>::~allocator()
  0.00      0.03     0.00        2     0.00     0.00  std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*&, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**>::_M_set_node(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node***)
  0.00      0.03     0.00        2     0.00     0.00  std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*&, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**>::_S_buffer_size()
  0.00      0.03     0.00        2     0.00     0.00  std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*&, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**>::_Deque_iterator()
  0.00      0.03     0.00        2     0.00     0.00  std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**>::_M_set_node(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node***)
  0.00      0.03     0.00        2     0.00     0.00  std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**>::_S_buffer_size()
  0.00      0.03     0.00        2     0.00     0.00  std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**>::_Deque_iterator()
  0.00      0.03     0.00        2     0.00     0.00  std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**>::_M_set_node(AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node***)
  0.00      0.03     0.00        2     0.00     0.00  std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**>::_S_buffer_size()
  0.00      0.03     0.00        2     0.00     0.00  std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**>::_Deque_iterator()
  0.00      0.03     0.00        1     0.00     0.00  _GLOBAL__sub_I_main
  0.00      0.03     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.03     0.00        1     0.00     0.00  AVLTreeInternals::AVLTreeBase<testing, Compare>::rotateLR(bool, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*)
  0.00      0.03     0.00        1     0.00     0.00  AVLTreeInternals::AVLTreeBase<testing, Compare>::AVLTreeBase()
  0.00      0.03     0.00        1     0.00     0.00  AVLTreeInternals::AVLTreeBase<testing, Compare>::~AVLTreeBase()
  0.00      0.03     0.00        1     0.00     0.00  AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::AVLTreeBase()
  0.00      0.03     0.00        1     0.00     0.00  AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::~AVLTreeBase()
  0.00      0.03     0.00        1     0.00     0.00  AVLTreeInternals::AVLTreeBase<int, std::less<int> >::AVLTreeBase()
  0.00      0.03     0.00        1     0.00     0.00  AVLTreeInternals::AVLTreeBase<int, std::less<int> >::~AVLTreeBase()
  0.00      0.03     0.00        1     0.00     0.00  AVLTree<testing, Compare>::AVLTree()
  0.00      0.03     0.00        1     0.00     0.00  AVLTree<testing, Compare>::~AVLTree()
  0.00      0.03     0.00        1     0.00     0.00  AVLTree<int*, std::less<int> >::AVLTree()
  0.00      0.03     0.00        1     0.00     0.00  AVLTree<int*, std::less<int> >::~AVLTree()
  0.00      0.03     0.00        1     0.00     0.00  AVLTree<int, std::less<int> >::AVLTree()
  0.00      0.03     0.00        1     0.00     0.00  AVLTree<int, std::less<int> >::~AVLTree()
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>::deallocate(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>::allocate(unsigned long, void const*)
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>::new_allocator()
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>::~new_allocator()
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>::deallocate(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>::allocate(unsigned long, void const*)
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>::new_allocator()
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>::~new_allocator()
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>::deallocate(AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>::allocate(unsigned long, void const*)
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>::new_allocator()
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>::~new_allocator()
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**>::deallocate(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node***, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**>::allocate(unsigned long, void const*)
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**>::deallocate(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node***, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**>::allocate(unsigned long, void const*)
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**>::deallocate(AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node***, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**>::allocate(unsigned long, void const*)
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::new_allocator()
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::~new_allocator()
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>::max_size() const
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>::max_size() const
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>::max_size() const
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**>::max_size() const
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**>::max_size() const
  0.00      0.03     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**>::max_size() const
  0.00      0.03     0.00        1     0.00     0.00  std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>::allocator()
  0.00      0.03     0.00        1     0.00     0.00  std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>::~allocator()
  0.00      0.03     0.00        1     0.00     0.00  std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>::allocator()
  0.00      0.03     0.00        1     0.00     0.00  std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>::~allocator()
  0.00      0.03     0.00        1     0.00     0.00  std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>::allocator()
  0.00      0.03     0.00        1     0.00     0.00  std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>::~allocator()
  0.00      0.03     0.00        1     0.00     0.00  std::allocator<std::_Rb_tree_node<int> >::allocator()
  0.00      0.03     0.00        1     0.00     0.00  std::allocator<std::_Rb_tree_node<int> >::~allocator()
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::_Deque_impl::_Deque_impl()
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::_Deque_impl::~_Deque_impl()
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::_M_allocate_map(unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::_M_create_nodes(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node***, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node***)
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::_M_allocate_node()
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::_M_destroy_nodes(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node***, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node***)
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::_M_deallocate_map(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node***, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::_M_initialize_map(unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::_M_deallocate_node(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**)
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::_M_get_Tp_allocator()
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::_Deque_base()
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::~_Deque_base()
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::_Deque_impl::_Deque_impl()
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::_Deque_impl::~_Deque_impl()
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::_M_allocate_map(unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::_M_create_nodes(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node***, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node***)
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::_M_allocate_node()
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::_M_destroy_nodes(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node***, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node***)
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::_M_deallocate_map(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node***, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::_M_initialize_map(unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::_M_deallocate_node(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**)
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::_M_get_Tp_allocator()
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::_Deque_base()
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::~_Deque_base()
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::_Deque_impl::_Deque_impl()
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::_Deque_impl::~_Deque_impl()
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::_M_allocate_map(unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::_M_create_nodes(AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node***, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node***)
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::_M_allocate_node()
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::_M_destroy_nodes(AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node***, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node***)
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::_M_deallocate_map(AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node***, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::_M_initialize_map(unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::_M_deallocate_node(AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**)
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::_M_get_Tp_allocator()
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::_Deque_base()
  0.00      0.03     0.00        1     0.00     0.00  std::_Deque_base<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::~_Deque_base()
  0.00      0.03     0.00        1     0.00     0.00  std::_Rb_tree_header::_M_reset()
  0.00      0.03     0.00        1     0.00     0.00  std::_Rb_tree_header::_Rb_tree_header()
  0.00      0.03     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::deallocate(std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>&, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::allocate(std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>&, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::deallocate(std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::allocate(std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>&, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::deallocate(std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::allocate(std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>&, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**> >::deallocate(std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**>&, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node***, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**> >::allocate(std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**>&, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**> >::deallocate(std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**>&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node***, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**> >::allocate(std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**>&, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**> >::deallocate(std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**>&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node***, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**> >::allocate(std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**>&, unsigned long)
  0.00      0.03     0.00        1     0.00     0.00  std::_Rb_tree_key_compare<std::less<int> >::_Rb_tree_key_compare()
  0.00      0.03     0.00        1     0.00     0.00  std::set<int, std::less<int>, std::allocator<int> >::set()
  0.00      0.03     0.00        1     0.00     0.00  std::set<int, std::less<int>, std::allocator<int> >::~set()
  0.00      0.03     0.00        1     0.00     0.00  std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::_M_destroy_data(std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*&, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**>, std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*&, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**>, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> const&)
  0.00      0.03     0.00        1     0.00     0.00  std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::begin()
  0.00      0.03     0.00        1     0.00     0.00  std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::deque()
  0.00      0.03     0.00        1     0.00     0.00  std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::~deque()
