Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       6/1497182     void __gnu_cxx::new_allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>::construct<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>(AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&&) [249]
                0.00    0.00       8/1497182     void __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>::construct<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node* const&>(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node* const&) [217]
                0.00    0.00      24/1497182     void __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::construct<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData>(AVLTree<testing, Compare>::Iterator::IteratorNodeData*, AVLTree<testing, Compare>::Iterator::IteratorNodeData&&) [174]
                0.00    0.00  233087/1497182     void __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>::construct<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&>(AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&) [118]
                0.00    0.00  632027/1497182     void std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_construct_node<int>(std::_Rb_tree_node<int>*, int&&) [36]
                0.00    0.00  632027/1497182     void __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::construct<int, int>(int*, int&&) [98]
[85]     0.0    0.00    0.00 1497182         operator new(unsigned long, void*) [85]
-----------------------------------------------
                0.00    0.00 1399320/1399320     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase_aux(std::_Rb_tree_const_iterator<int>, std::_Rb_tree_const_iterator<int>) [26]
[86]     0.0    0.00    0.00 1399320         std::_Rb_tree_const_iterator<int>::operator!=(std::_Rb_tree_const_iterator<int> const&) const [86]
-----------------------------------------------
                0.00    0.00 1000004/1000004     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase_aux(std::_Rb_tree_const_iterator<int>, std::_Rb_tree_const_iterator<int>) [26]
[87]     0.0    0.00    0.00 1000004         std::_Rb_tree_const_iterator<int>::operator==(std::_Rb_tree_const_iterator<int> const&) const [87]
-----------------------------------------------
                0.00    0.00 1000000/1000000     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::equal_range(int const&) [11]
[88]     0.0    0.00    0.00 1000000         std::pair<std::_Rb_tree_iterator<int>, std::_Rb_tree_iterator<int> >::pair<std::_Rb_tree_iterator<int>, std::_Rb_tree_iterator<int>, true>(std::_Rb_tree_iterator<int>&&, std::_Rb_tree_iterator<int>&&) [88]
                0.00    0.00 2000000/3000000     std::_Rb_tree_iterator<int>&& std::forward<std::_Rb_tree_iterator<int> >(std::remove_reference<std::_Rb_tree_iterator<int> >::type&) [79]
-----------------------------------------------
                0.00    0.00 1000000/1000000     std::pair<std::_Rb_tree_iterator<int>, bool> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_unique<int>(int&&) [13]
[89]     0.0    0.00    0.00 1000000         std::pair<std::_Rb_tree_iterator<int>, bool>::pair<std::_Rb_tree_iterator<int>, bool, true>(std::_Rb_tree_iterator<int>&&, bool&&) [89]
                0.00    0.00 1000000/3000000     std::_Rb_tree_iterator<int>&& std::forward<std::_Rb_tree_iterator<int> >(std::remove_reference<std::_Rb_tree_iterator<int> >::type&) [79]
                0.00    0.00 1000000/1000000     bool&& std::forward<bool>(std::remove_reference<bool>::type&) [95]
-----------------------------------------------
                0.00    0.00 1000000/1000000     std::set<int, std::less<int>, std::allocator<int> >::insert(int&&) [12]
[90]     0.0    0.00    0.00 1000000         std::pair<std::_Rb_tree_const_iterator<int>, bool>::pair<std::_Rb_tree_iterator<int>&, bool&, true>(std::_Rb_tree_iterator<int>&, bool&) [90]
                0.00    0.00 1000000/1000000     std::_Rb_tree_iterator<int>& std::forward<std::_Rb_tree_iterator<int>&>(std::remove_reference<std::_Rb_tree_iterator<int>&>::type&) [93]
                0.00    0.00 1000000/1000000     bool& std::forward<bool&>(std::remove_reference<bool&>::type&) [94]
                0.00    0.00 1000000/4000004     std::_Rb_tree_const_iterator<int>::_Rb_tree_const_iterator(std::_Rb_tree_iterator<int> const&) [78]
-----------------------------------------------
                0.00    0.00 1000000/1000000     std::set<int, std::less<int>, std::allocator<int> >::insert(int&&) [12]
[91]     0.0    0.00    0.00 1000000         std::remove_reference<int&>::type&& std::move<int&>(int&) [91]
-----------------------------------------------
                0.00    0.00  367973/1000000     std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base* const&) [111]
                0.00    0.00  632027/1000000     std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<int>*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<int>*&, std::_Rb_tree_node_base*&) [102]
[92]     0.0    0.00    0.00 1000000         std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [92]
-----------------------------------------------
                0.00    0.00 1000000/1000000     std::pair<std::_Rb_tree_const_iterator<int>, bool>::pair<std::_Rb_tree_iterator<int>&, bool&, true>(std::_Rb_tree_iterator<int>&, bool&) [90]
[93]     0.0    0.00    0.00 1000000         std::_Rb_tree_iterator<int>& std::forward<std::_Rb_tree_iterator<int>&>(std::remove_reference<std::_Rb_tree_iterator<int>&>::type&) [93]
-----------------------------------------------
                0.00    0.00 1000000/1000000     std::pair<std::_Rb_tree_const_iterator<int>, bool>::pair<std::_Rb_tree_iterator<int>&, bool&, true>(std::_Rb_tree_iterator<int>&, bool&) [90]
[94]     0.0    0.00    0.00 1000000         bool& std::forward<bool&>(std::remove_reference<bool&>::type&) [94]
-----------------------------------------------
                0.00    0.00 1000000/1000000     std::pair<std::_Rb_tree_iterator<int>, bool>::pair<std::_Rb_tree_iterator<int>, bool, true>(std::_Rb_tree_iterator<int>&&, bool&&) [89]
[95]     0.0    0.00    0.00 1000000         bool&& std::forward<bool>(std::remove_reference<bool>::type&) [95]
-----------------------------------------------
                0.00    0.00  632027/632027      void std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::destroy<int>(std::allocator<std::_Rb_tree_node<int> >&, int*) [100]
[96]     0.0    0.00    0.00  632027         void __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::destroy<int>(int*) [96]
-----------------------------------------------
                0.00    0.00  632027/632027      std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::allocate(std::allocator<std::_Rb_tree_node<int> >&, unsigned long) [101]
[97]     0.0    0.00    0.00  632027         __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::allocate(unsigned long, void const*) [97]
                0.00    0.00  632027/632027      __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::max_size() const [99]
-----------------------------------------------
                0.00    0.00  632027/632027      void std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::construct<int, int>(std::allocator<std::_Rb_tree_node<int> >&, int*, int&&) [47]
[98]     0.0    0.00    0.00  632027         void __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::construct<int, int>(int*, int&&) [98]
                0.00    0.00  632027/4424189     int&& std::forward<int>(std::remove_reference<int>::type&) [77]
                0.00    0.00  632027/1497182     operator new(unsigned long, void*) [85]
-----------------------------------------------
                0.00    0.00  632027/632027      __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::allocate(unsigned long, void const*) [97]
[99]     0.0    0.00    0.00  632027         __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::max_size() const [99]
-----------------------------------------------
                0.00    0.00  632027/632027      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_destroy_node(std::_Rb_tree_node<int>*) [63]
[100]    0.0    0.00    0.00  632027         void std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::destroy<int>(std::allocator<std::_Rb_tree_node<int> >&, int*) [100]
                0.00    0.00  632027/632027      void __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::destroy<int>(int*) [96]
-----------------------------------------------
                0.00    0.00  632027/632027      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_node() [104]
[101]    0.0    0.00    0.00  632027         std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::allocate(std::allocator<std::_Rb_tree_node<int> >&, unsigned long) [101]
                0.00    0.00  632027/632027      __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::allocate(unsigned long, void const*) [97]
-----------------------------------------------
                0.00    0.00  632027/632027      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_insert_unique_pos(int const&) [15]
[102]    0.0    0.00    0.00  632027         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<int>*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<int>*&, std::_Rb_tree_node_base*&) [102]
                0.00    0.00  632027/632027      std::_Rb_tree_node<int>*& std::forward<std::_Rb_tree_node<int>*&>(std::remove_reference<std::_Rb_tree_node<int>*&>::type&) [105]
                0.00    0.00  632027/1000000     std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [92]
-----------------------------------------------
                0.00    0.00  632027/632027      std::pair<std::_Rb_tree_iterator<int>, bool> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_unique<int>(int&&) [13]
[103]    0.0    0.00    0.00  632027         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Alloc_node::_Alloc_node(std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >&) [103]
-----------------------------------------------
                0.00    0.00  632027/632027      std::_Rb_tree_node<int>* std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_create_node<int>(int&&) [35]
[104]    0.0    0.00    0.00  632027         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_node() [104]
                0.00    0.00  632027/2528108     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_Node_allocator() [80]
                0.00    0.00  632027/632027      std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::allocate(std::allocator<std::_Rb_tree_node<int> >&, unsigned long) [101]
-----------------------------------------------
                0.00    0.00  632027/632027      std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<int>*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<int>*&, std::_Rb_tree_node_base*&) [102]
[105]    0.0    0.00    0.00  632027         std::_Rb_tree_node<int>*& std::forward<std::_Rb_tree_node<int>*&>(std::remove_reference<std::_Rb_tree_node<int>*&>::type&) [105]
-----------------------------------------------
                0.00    0.00  233087/631920      AVLTreeInternals::AVLTreeBase<int, std::less<int> >::~AVLTreeBase() [22]
                0.00    0.00  398833/631920      AVLTreeInternals::AVLTreeBase<int, std::less<int> >::remove(AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, bool) [14]
[106]    0.0    0.00    0.00  631920         AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node::~Node() [106]
-----------------------------------------------
                0.00    0.00  500114/500114      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_insert_unique_pos(int const&) [15]
[107]    0.0    0.00    0.00  500114         std::_Rb_tree_iterator<int>::operator==(std::_Rb_tree_iterator<int> const&) const [107]
-----------------------------------------------
                0.00    0.00  500104/500104      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_insert_unique_pos(int const&) [15]
[108]    0.0    0.00    0.00  500104         std::_Rb_tree_iterator<int>::operator--() [108]
-----------------------------------------------
                0.00    0.00  233087/466174      void std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::construct<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&>(std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&) [122]
                0.00    0.00  233087/466174      void __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>::construct<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&>(AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&) [118]
[109]    0.0    0.00    0.00  466174         AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const& std::forward<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&>(std::remove_reference<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&>::type&) [109]
-----------------------------------------------
                0.00    0.00  399320/399320      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase_aux(std::_Rb_tree_const_iterator<int>, std::_Rb_tree_const_iterator<int>) [26]
[110]    0.0    0.00    0.00  399320         std::_Rb_tree_const_iterator<int>::operator++(int) [110]
-----------------------------------------------
                0.00    0.00  367973/367973      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_insert_unique_pos(int const&) [15]
[111]    0.0    0.00    0.00  367973         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base* const&) [111]
                0.00    0.00  367973/1000000     std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [92]
-----------------------------------------------
                0.00    0.00       1/233089      std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::begin() [496]
                0.00    0.00  233088/233089      std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::end() [115]
[112]    0.0    0.00    0.00  233089         std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**>::_Deque_iterator(std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**> const&) [112]
-----------------------------------------------
                0.00    0.00  233088/233088      std::stack<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> > >::empty() const [114]
[113]    0.0    0.00    0.00  233088         std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::empty() const [113]
                0.00    0.00  233088/233088      bool std::operator==<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**>(std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**> const&, std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**> const&) [116]
-----------------------------------------------
                0.00    0.00  233088/233088      AVLTreeInternals::AVLTreeBase<int, std::less<int> >::~AVLTreeBase() [22]
[114]    0.0    0.00    0.00  233088         std::stack<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> > >::empty() const [114]
                0.00    0.00  233088/233088      std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::empty() const [113]
-----------------------------------------------
                0.00    0.00       1/233088      std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::~deque() [498]
                0.00    0.00  233087/233088      std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::back() [48]
[115]    0.0    0.00    0.00  233088         std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::end() [115]
                0.00    0.00  233088/233089      std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**>::_Deque_iterator(std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**> const&) [112]
-----------------------------------------------
                0.00    0.00  233088/233088      std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::empty() const [113]
[116]    0.0    0.00    0.00  233088         bool std::operator==<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**>(std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**> const&, std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**> const&) [116]
-----------------------------------------------
                0.00    0.00  233087/233087      void std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::destroy<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>(std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**) [121]
[117]    0.0    0.00    0.00  233087         void __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>::destroy<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>(AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**) [117]
-----------------------------------------------
                0.00    0.00  233087/233087      void std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::construct<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&>(std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&) [122]
[118]    0.0    0.00    0.00  233087         void __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>::construct<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&>(AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&) [118]
                0.00    0.00  233087/466174      AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const& std::forward<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&>(std::remove_reference<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&>::type&) [109]
                0.00    0.00  233087/1497182     operator new(unsigned long, void*) [85]
-----------------------------------------------
                0.00    0.00  233087/233087      std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::back() [48]
[119]    0.0    0.00    0.00  233087         std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**>::operator*() const [119]
-----------------------------------------------
                0.00    0.00  233087/233087      std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::back() [48]
[120]    0.0    0.00    0.00  233087         std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**>::operator--() [120]
-----------------------------------------------
                0.00    0.00  233087/233087      std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::pop_back() [123]
[121]    0.0    0.00    0.00  233087         void std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::destroy<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>(std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**) [121]
                0.00    0.00  233087/233087      void __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>::destroy<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>(AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**) [117]
-----------------------------------------------
                0.00    0.00  233087/233087      std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::push_back(AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&) [124]
[122]    0.0    0.00    0.00  233087         void std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::construct<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&>(std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&) [122]
                0.00    0.00  233087/466174      AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const& std::forward<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&>(std::remove_reference<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&>::type&) [109]
                0.00    0.00  233087/233087      void __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>::construct<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&>(AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&) [118]
-----------------------------------------------
                0.00    0.00  233087/233087      std::stack<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> > >::pop() [125]
[123]    0.0    0.00    0.00  233087         std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::pop_back() [123]
                0.00    0.00  233087/233087      void std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::destroy<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>(std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**) [121]
-----------------------------------------------
                0.00    0.00  233087/233087      std::stack<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> > >::push(AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&) [126]
[124]    0.0    0.00    0.00  233087         std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::push_back(AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&) [124]
                0.00    0.00  233087/233087      void std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::construct<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&>(std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*>&, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node**, AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node* const&) [122]
-----------------------------------------------
                0.00    0.00  233087/233087      AVLTreeInternals::AVLTreeBase<int, std::less<int> >::~AVLTreeBase() [22]
[125]    0.0    0.00    0.00  233087         std::stack<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> > >::pop() [125]
                0.00    0.00  233087/233087      std::deque<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int, std::less<int> >::Node*> >::pop_back() [123]
-----------------------------------------------
                0.00    0.00  233087/233087      AVLTreeInternals::AVLTreeBase<int, std::less<int> >::~AVLTreeBase() [22]
