Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[235]    0.0    0.00    0.00       8         std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*&, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**>::operator--() [235]
-----------------------------------------------
                0.00    0.00       8/8           std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::pop_back() [239]
[236]    0.0    0.00    0.00       8         void std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::destroy<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>(std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>&, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**) [236]
                0.00    0.00       8/8           void __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>::destroy<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**) [216]
-----------------------------------------------
                0.00    0.00       8/8           std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::push_back(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node* const&) [240]
[237]    0.0    0.00    0.00       8         void std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::construct<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node* const&>(std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>&, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node* const&) [237]
                0.00    0.00       8/16          AVLTreeInternals::AVLTreeBase<testing, Compare>::Node* const& std::forward<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node* const&>(std::remove_reference<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node* const&>::type&) [195]
                0.00    0.00       8/8           void __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>::construct<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node* const&>(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node* const&) [217]
-----------------------------------------------
                0.00    0.00       8/8           std::stack<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> > >::top() [242]
[238]    0.0    0.00    0.00       8         std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::back() [238]
                0.00    0.00       8/9           std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::end() [210]
                0.00    0.00       8/8           std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*&, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**>::operator--() [235]
                0.00    0.00       8/8           std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*&, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**>::operator*() const [226]
-----------------------------------------------
                0.00    0.00       8/8           std::stack<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> > >::pop() [241]
[239]    0.0    0.00    0.00       8         std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::pop_back() [239]
                0.00    0.00       8/8           void std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::destroy<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>(std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>&, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**) [236]
-----------------------------------------------
                0.00    0.00       8/8           std::stack<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> > >::push(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node* const&) [243]
[240]    0.0    0.00    0.00       8         std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::push_back(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node* const&) [240]
                0.00    0.00       8/8           void std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::construct<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node* const&>(std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*>&, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node**, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node* const&) [237]
-----------------------------------------------
                0.00    0.00       8/8           AVLTreeInternals::AVLTreeBase<testing, Compare>::~AVLTreeBase() [352]
[241]    0.0    0.00    0.00       8         std::stack<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> > >::pop() [241]
                0.00    0.00       8/8           std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::pop_back() [239]
-----------------------------------------------
                0.00    0.00       8/8           AVLTreeInternals::AVLTreeBase<testing, Compare>::~AVLTreeBase() [352]
[242]    0.0    0.00    0.00       8         std::stack<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> > >::top() [242]
                0.00    0.00       8/8           std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::back() [238]
-----------------------------------------------
                0.00    0.00       8/8           AVLTreeInternals::AVLTreeBase<testing, Compare>::~AVLTreeBase() [352]
[243]    0.0    0.00    0.00       8         std::stack<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> > >::push(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node* const&) [243]
                0.00    0.00       8/8           std::deque<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*> >::push_back(AVLTreeInternals::AVLTreeBase<testing, Compare>::Node* const&) [240]
-----------------------------------------------
                0.00    0.00       8/8           operator!=(AVLTree<int*, std::less<int> >::Iterator const&, AVLTree<int*, std::less<int> >::Iterator const&) [245]
[244]    0.0    0.00    0.00       8         operator==(AVLTree<int*, std::less<int> >::Iterator const&, AVLTree<int*, std::less<int> >::Iterator const&) [244]
                0.00    0.00      22/38          std::stack<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> > >::size() const [161]
-----------------------------------------------
                0.00    0.00       8/8           main [1]
[245]    0.0    0.00    0.00       8         operator!=(AVLTree<int*, std::less<int> >::Iterator const&, AVLTree<int*, std::less<int> >::Iterator const&) [245]
                0.00    0.00       8/8           operator==(AVLTree<int*, std::less<int> >::Iterator const&, AVLTree<int*, std::less<int> >::Iterator const&) [244]
-----------------------------------------------
                0.00    0.00       1/6           AVLTreeInternals::AVLTreeBase<testing, Compare>::rotateLR(bool, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*) [394]
                0.00    0.00       5/6           AVLTreeInternals::AVLTreeBase<testing, Compare>::rotate(bool, bool, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*) [207]
[246]    0.0    0.00    0.00       6         AVLTreeInternals::AVLTreeBase<testing, Compare>::rotateLL(bool, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*, AVLTreeInternals::AVLTreeBase<testing, Compare>::Node*) [246]
-----------------------------------------------
                0.00    0.00       6/6           main [1]
[247]    0.0    0.00    0.00       6         AVLTree<int*, std::less<int> >::Iterator::operator++() [247]
                0.00    0.00      24/28          std::stack<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> > >::top() [169]
                0.00    0.00      16/38          std::stack<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> > >::size() const [161]
                0.00    0.00       6/6           std::stack<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> > >::pop() [262]
                0.00    0.00       2/6           std::stack<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> > >::push(AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&&) [263]
-----------------------------------------------
                0.00    0.00       6/6           void std::allocator_traits<std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::destroy<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>(std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*) [257]
[248]    0.0    0.00    0.00       6         void __gnu_cxx::new_allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>::destroy<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>(AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*) [248]
-----------------------------------------------
                0.00    0.00       6/6           void std::allocator_traits<std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::construct<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>(std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&&) [258]
[249]    0.0    0.00    0.00       6         void __gnu_cxx::new_allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>::construct<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>(AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&&) [249]
                0.00    0.00       6/18          AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&& std::forward<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>(std::remove_reference<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>::type&) [191]
                0.00    0.00       6/1497182     operator new(unsigned long, void*) [85]
-----------------------------------------------
                0.00    0.00       6/6           main [1]
[250]    0.0    0.00    0.00       6         AVLTree<int*, std::less<int> >::Iterator::operator*() const [250]
                0.00    0.00       6/6           std::stack<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> > >::top() const [254]
-----------------------------------------------
                0.00    0.00       6/6           std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::back() const [253]
[251]    0.0    0.00    0.00       6         std::_Deque_iterator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData const&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData const*>::operator*() const [251]
-----------------------------------------------
                0.00    0.00       6/6           std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::back() const [253]
[252]    0.0    0.00    0.00       6         std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::end() const [252]
                0.00    0.00       6/6           std::_Deque_iterator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData const&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData const*>::_Deque_iterator(std::_Deque_iterator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*> const&) [255]
-----------------------------------------------
                0.00    0.00       6/6           std::stack<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> > >::top() const [254]
[253]    0.0    0.00    0.00       6         std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::back() const [253]
                0.00    0.00       6/6           std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::end() const [252]
                0.00    0.00       6/6           std::_Deque_iterator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData const&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData const*>::operator--() [256]
                0.00    0.00       6/6           std::_Deque_iterator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData const&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData const*>::operator*() const [251]
-----------------------------------------------
                0.00    0.00       6/6           AVLTree<int*, std::less<int> >::Iterator::operator*() const [250]
[254]    0.0    0.00    0.00       6         std::stack<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> > >::top() const [254]
                0.00    0.00       6/6           std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::back() const [253]
-----------------------------------------------
                0.00    0.00       6/6           std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::end() const [252]
[255]    0.0    0.00    0.00       6         std::_Deque_iterator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData const&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData const*>::_Deque_iterator(std::_Deque_iterator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*> const&) [255]
-----------------------------------------------
                0.00    0.00       6/6           std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::back() const [253]
[256]    0.0    0.00    0.00       6         std::_Deque_iterator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData const&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData const*>::operator--() [256]
-----------------------------------------------
                0.00    0.00       6/6           std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::pop_back() [260]
[257]    0.0    0.00    0.00       6         void std::allocator_traits<std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::destroy<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>(std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*) [257]
                0.00    0.00       6/6           void __gnu_cxx::new_allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>::destroy<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>(AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*) [248]
-----------------------------------------------
                0.00    0.00       6/6           void std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::emplace_back<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>(AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&&) [259]
[258]    0.0    0.00    0.00       6         void std::allocator_traits<std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::construct<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>(std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&&) [258]
                0.00    0.00       6/18          AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&& std::forward<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>(std::remove_reference<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>::type&) [191]
                0.00    0.00       6/6           void __gnu_cxx::new_allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>::construct<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>(AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&&) [249]
-----------------------------------------------
                0.00    0.00       6/6           std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::push_back(AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&&) [261]
[259]    0.0    0.00    0.00       6         void std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::emplace_back<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>(AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&&) [259]
                0.00    0.00       6/18          AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&& std::forward<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>(std::remove_reference<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>::type&) [191]
                0.00    0.00       6/6           void std::allocator_traits<std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::construct<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>(std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&&) [258]
-----------------------------------------------
                0.00    0.00       6/6           std::stack<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> > >::pop() [262]
[260]    0.0    0.00    0.00       6         std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::pop_back() [260]
                0.00    0.00       6/6           void std::allocator_traits<std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::destroy<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>(std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>&, AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData*) [257]
-----------------------------------------------
                0.00    0.00       6/6           std::stack<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> > >::push(AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&&) [263]
[261]    0.0    0.00    0.00       6         std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::push_back(AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&&) [261]
                0.00    0.00       6/12          std::remove_reference<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&>::type&& std::move<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&>(AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&) [197]
                0.00    0.00       6/6           void std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::emplace_back<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData>(AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&&) [259]
-----------------------------------------------
                0.00    0.00       6/6           AVLTree<int*, std::less<int> >::Iterator::operator++() [247]
[262]    0.0    0.00    0.00       6         std::stack<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> > >::pop() [262]
                0.00    0.00       6/6           std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::pop_back() [260]
-----------------------------------------------
                0.00    0.00       2/6           AVLTree<int*, std::less<int> >::Iterator::operator++() [247]
                0.00    0.00       4/6           AVLTree<int*, std::less<int> >::Iterator::Iterator(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::less<int>) [269]
[263]    0.0    0.00    0.00       6         std::stack<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> > >::push(AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&&) [263]
                0.00    0.00       6/12          std::remove_reference<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&>::type&& std::move<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&>(AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&) [197]
                0.00    0.00       6/6           std::deque<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData, std::allocator<AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData> >::push_back(AVLTree<int*, std::less<int> >::Iterator::IteratorNodeData&&) [261]
-----------------------------------------------
                0.00    0.00       3/6           void std::allocator_traits<std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::construct<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&>(std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&) [343]
                0.00    0.00       3/6           void __gnu_cxx::new_allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*>::construct<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&>(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&) [339]
[264]    0.0    0.00    0.00       6         AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const& std::forward<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&>(std::remove_reference<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node* const&>::type&) [264]
-----------------------------------------------
                0.00    0.00       1/5           std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::begin() [492]
                0.00    0.00       4/5           std::deque<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, std::allocator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*> >::end() [329]
[265]    0.0    0.00    0.00       5         std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**>::_Deque_iterator(std::_Deque_iterator<AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*&, AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node**> const&) [265]
-----------------------------------------------
                0.00    0.00       4/4           AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::balanceInsert(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*) [353]
[266]    0.0    0.00    0.00       4         AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::calculateBalanceFactor(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*) [266]
                0.00    0.00       8/8           AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::getHeight(AVLTreeInternals::AVLTreeBase<int*, std::less<int> >::Node*) [215]
-----------------------------------------------
                0.00    0.00       2/4           AVLTree<testing, Compare>::begin() [357]
                0.00    0.00       2/4           AVLTree<testing, Compare>::end() [356]
