Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [306] AVLTree<testing, Compare>::RotateLR(bool, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*) [85] std::_Identity<int>::operator()(int&) const [127] std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::back()
 [271] AVLTree<testing, Compare>::RotateRL(bool, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*) [230] std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::allocator() [249] std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::begin()
 [307] AVLTree<testing, Compare>::RotateRR(bool, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*) [231] std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::~allocator() [159] std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::pop_back()
 [122] AVLTree<testing, Compare>::getHeight(AVLTree<testing, Compare>::Node*) [342] std::allocator<AVLTree<testing, Compare>::Node*>::allocator() [160] std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::push_back(AVLTree<testing, Compare>::Iterator::IteratorNodeData&&)
 [308] AVLTree<testing, Compare>::AVLTree() [343] std::allocator<AVLTree<testing, Compare>::Node*>::~allocator() [250] std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::deque()
 [309] AVLTree<testing, Compare>::~AVLTree() [208] std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>(std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> const&) [251] std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::~deque()
 [310] AVLTree<testing*, std::less<testing*> >::Node::Node(testing**, AVLTree<testing*, std::less<testing*> >::Node*) [209] std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::~allocator() [400] std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_destroy_data(std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**>, std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**>, std::allocator<AVLTree<testing, Compare>::Node*> const&)
 [311] AVLTree<testing*, std::less<testing*> >::Node::~Node() [344] std::allocator<AVLTree<testing*, std::less<testing*> >::Node*>::allocator() [175] std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::end()
 [272] AVLTree<testing*, std::less<testing*> >::print() [345] std::allocator<AVLTree<testing*, std::less<testing*> >::Node*>::~allocator() [183] std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::back()
 [312] AVLTree<testing*, std::less<testing*> >::insert(testing**) [346] std::allocator<AVLTree<int, std::less<int> >::Node*>::allocator() [401] std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::begin()
 [313] AVLTree<testing*, std::less<testing*> >::insert(testing* const&) [347] std::allocator<AVLTree<int, std::less<int> >::Node*>::~allocator() [184] std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::pop_back()
 [314] AVLTree<testing*, std::less<testing*> >::AVLTree() [289] std::allocator<AVLTree<testing, Compare>::Node**>::allocator<AVLTree<testing, Compare>::Node*>(std::allocator<AVLTree<testing, Compare>::Node*> const&) [185] std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::push_back(AVLTree<testing, Compare>::Node* const&)
 [315] AVLTree<testing*, std::less<testing*> >::~AVLTree() [290] std::allocator<AVLTree<testing, Compare>::Node**>::~allocator() [402] std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::deque()
 [117] AVLTree<int, std::less<int> >::getRotationType(AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*) [291] std::allocator<AVLTree<testing*, std::less<testing*> >::Node**>::allocator<AVLTree<testing*, std::less<testing*> >::Node*>(std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> const&) [403] std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::~deque()
  [17] AVLTree<int, std::less<int> >::balanceTreeRemove(AVLTree<int, std::less<int> >::Node*) [292] std::allocator<AVLTree<testing*, std::less<testing*> >::Node**>::~allocator() [404] std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_destroy_data(std::_Deque_iterator<AVLTree<testing*, std::less<testing*> >::Node*, AVLTree<testing*, std::less<testing*> >::Node*&, AVLTree<testing*, std::less<testing*> >::Node**>, std::_Deque_iterator<AVLTree<testing*, std::less<testing*> >::Node*, AVLTree<testing*, std::less<testing*> >::Node*&, AVLTree<testing*, std::less<testing*> >::Node**>, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> const&)
  [15] AVLTree<int, std::less<int> >::balanceTreeInsertion(AVLTree<int, std::less<int> >::Node*) [293] std::allocator<AVLTree<int, std::less<int> >::Node**>::allocator<AVLTree<int, std::less<int> >::Node*>(std::allocator<AVLTree<int, std::less<int> >::Node*> const&) [252] std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::end()
   [7] AVLTree<int, std::less<int> >::calculateBalanceFactors(AVLTree<int, std::less<int> >::Node*) [294] std::allocator<AVLTree<int, std::less<int> >::Node**>::~allocator() [262] std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::back()
  [31] AVLTree<int, std::less<int> >::Node::Node(int*, AVLTree<int, std::less<int> >::Node*) [62] std::allocator<std::_Rb_tree_node<int> >::allocator() [405] std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::begin()
 [106] AVLTree<int, std::less<int> >::Node::~Node() [348] std::allocator<std::_Rb_tree_node<int> >::~allocator() [263] std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::pop_back()
  [40] AVLTree<int, std::less<int> >::Rotate(bool, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*) [232] std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_Deque_impl::_Deque_impl() [264] std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::push_back(AVLTree<testing*, std::less<testing*> >::Node* const&)
   [2] AVLTree<int, std::less<int> >::insert(int*) [233] std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_Deque_impl::~_Deque_impl() [406] std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::deque()
   [3] AVLTree<int, std::less<int> >::insert(int const&) [234] std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_allocate_map(unsigned long) [407] std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::~deque()
   [5] AVLTree<int, std::less<int> >::remove(int const&) [235] std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_create_nodes(AVLTree<testing, Compare>::Iterator::IteratorNodeData**, AVLTree<testing, Compare>::Iterator::IteratorNodeData**) [408] std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::_M_destroy_data(std::_Deque_iterator<AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*&, AVLTree<int, std::less<int> >::Node**>, std::_Deque_iterator<AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*&, AVLTree<int, std::less<int> >::Node**>, std::allocator<AVLTree<int, std::less<int> >::Node*> const&)
   [6] AVLTree<int, std::less<int> >::remove(int const&, bool, AVLTree<int, std::less<int> >::Node*) [236] std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_allocate_node() [110] std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::end()
 [118] AVLTree<int, std::less<int> >::RotateLL(bool, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*) [237] std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_destroy_nodes(AVLTree<testing, Compare>::Iterator::IteratorNodeData**, AVLTree<testing, Compare>::Iterator::IteratorNodeData**) [113] std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::back()
  [58] AVLTree<int, std::less<int> >::RotateLR(bool, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*) [238] std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_deallocate_map(AVLTree<testing, Compare>::Iterator::IteratorNodeData**, unsigned long) [409] std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::begin()
  [59] AVLTree<int, std::less<int> >::RotateRL(bool, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*) [239] std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_initialize_map(unsigned long) [34] std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::pop_back()
 [119] AVLTree<int, std::less<int> >::RotateRR(bool, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*) [240] std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_deallocate_node(AVLTree<testing, Compare>::Iterator::IteratorNodeData*) [56] std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::push_back(AVLTree<int, std::less<int> >::Node* const&)
   [9] AVLTree<int, std::less<int> >::getHeight(AVLTree<int, std::less<int> >::Node*) [241] std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_get_Tp_allocator() [410] std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::deque()
 [316] AVLTree<int, std::less<int> >::AVLTree() [242] std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_Deque_base() [411] std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::~deque()
  [21] AVLTree<int, std::less<int> >::~AVLTree() [243] std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::~_Deque_base() [161] std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::pop()
 [150] testing::testing(int, int) [349] std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_Deque_impl::_Deque_impl() [128] std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::top()
 [136] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [350] std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_Deque_impl::~_Deque_impl() [162] std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::push(AVLTree<testing, Compare>::Iterator::IteratorNodeData&&)
 [220] __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::deallocate(AVLTree<testing, Compare>::Iterator::IteratorNodeData*, unsigned long) [351] std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_allocate_map(unsigned long) [253] std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::stack<std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >, void>()
 [153] void __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::destroy<AVLTree<testing, Compare>::Iterator::IteratorNodeData>(AVLTree<testing, Compare>::Iterator::IteratorNodeData*) [352] std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_create_nodes(AVLTree<testing, Compare>::Node***, AVLTree<testing, Compare>::Node***) [254] std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::~stack()
 [221] __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::allocate(unsigned long, void const*) [353] std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_allocate_node() [186] std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::pop()
 [154] void __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::construct<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData>(AVLTree<testing, Compare>::Iterator::IteratorNodeData*, AVLTree<testing, Compare>::Iterator::IteratorNodeData&&) [354] std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_destroy_nodes(AVLTree<testing, Compare>::Node***, AVLTree<testing, Compare>::Node***) [187] std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::top()
 [222] __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::new_allocator() [355] std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_deallocate_map(AVLTree<testing, Compare>::Node***, unsigned long) [188] std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::push(AVLTree<testing, Compare>::Node* const&)
 [223] __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::~new_allocator() [356] std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_initialize_map(unsigned long) [412] std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::stack<std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >, void>()
 [317] __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node*>::deallocate(AVLTree<testing, Compare>::Node**, unsigned long) [357] std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_deallocate_node(AVLTree<testing, Compare>::Node**) [413] std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::~stack()
 [177] void __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node*>::destroy<AVLTree<testing, Compare>::Node*>(AVLTree<testing, Compare>::Node**) [358] std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_get_Tp_allocator() [265] std::stack<AVLTree<testing*, std::less<testing*> >::Node*, std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> > >::pop()
 [318] __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node*>::allocate(unsigned long, void const*) [359] std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_Deque_base() [266] std::stack<AVLTree<testing*, std::less<testing*> >::Node*, std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> > >::top()
 [178] void __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node*>::construct<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node* const&>(AVLTree<testing, Compare>::Node**, AVLTree<testing, Compare>::Node* const&) [360] std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::~_Deque_base() [267] std::stack<AVLTree<testing*, std::less<testing*> >::Node*, std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> > >::push(AVLTree<testing*, std::less<testing*> >::Node* const&)
 [319] __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node*>::new_allocator() [361] std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_Deque_impl::_Deque_impl() [414] std::stack<AVLTree<testing*, std::less<testing*> >::Node*, std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> > >::stack<std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >, void>()
 [320] __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node*>::~new_allocator() [362] std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_Deque_impl::~_Deque_impl() [415] std::stack<AVLTree<testing*, std::less<testing*> >::Node*, std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> > >::~stack()
 [224] __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::deallocate(AVLTree<testing, Compare>::Iterator::IteratorNodeData**, unsigned long) [363] std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_allocate_map(unsigned long) [35] std::stack<AVLTree<int, std::less<int> >::Node*, std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> > >::pop()
 [225] __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::allocate(unsigned long, void const*) [364] std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_create_nodes(AVLTree<testing*, std::less<testing*> >::Node***, AVLTree<testing*, std::less<testing*> >::Node***) [114] std::stack<AVLTree<int, std::less<int> >::Node*, std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> > >::top()
 [204] __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::new_allocator() [365] std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_allocate_node() [57] std::stack<AVLTree<int, std::less<int> >::Node*, std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> > >::push(AVLTree<int, std::less<int> >::Node* const&)
 [205] __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::~new_allocator() [366] std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_destroy_nodes(AVLTree<testing*, std::less<testing*> >::Node***, AVLTree<testing*, std::less<testing*> >::Node***) [416] std::stack<AVLTree<int, std::less<int> >::Node*, std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> > >::stack<std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >, void>()
 [321] __gnu_cxx::new_allocator<AVLTree<testing*, std::less<testing*> >::Node*>::deallocate(AVLTree<testing*, std::less<testing*> >::Node**, unsigned long) [367] std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_deallocate_map(AVLTree<testing*, std::less<testing*> >::Node***, unsigned long) [417] std::stack<AVLTree<int, std::less<int> >::Node*, std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> > >::~stack()
 [256] void __gnu_cxx::new_allocator<AVLTree<testing*, std::less<testing*> >::Node*>::destroy<AVLTree<testing*, std::less<testing*> >::Node*>(AVLTree<testing*, std::less<testing*> >::Node**) [368] std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_initialize_map(unsigned long) [195] std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
 [322] __gnu_cxx::new_allocator<AVLTree<testing*, std::less<testing*> >::Node*>::allocate(unsigned long, void const*) [369] std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_deallocate_node(AVLTree<testing*, std::less<testing*> >::Node**) [196] std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
 [257] void __gnu_cxx::new_allocator<AVLTree<testing*, std::less<testing*> >::Node*>::construct<AVLTree<testing*, std::less<testing*> >::Node*, AVLTree<testing*, std::less<testing*> >::Node* const&>(AVLTree<testing*, std::less<testing*> >::Node**, AVLTree<testing*, std::less<testing*> >::Node* const&) [370] std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_get_Tp_allocator() [197] std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&)
 [323] __gnu_cxx::new_allocator<AVLTree<testing*, std::less<testing*> >::Node*>::new_allocator() [371] std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_Deque_base() [198] std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, void>(long const&)
 [324] __gnu_cxx::new_allocator<AVLTree<testing*, std::less<testing*> >::Node*>::~new_allocator() [372] std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::~_Deque_base() [199] std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&)
 [325] __gnu_cxx::new_allocator<AVLTree<int, std::less<int> >::Node*>::deallocate(AVLTree<int, std::less<int> >::Node**, unsigned long) [373] std::_Deque_base<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::_Deque_impl::_Deque_impl() [200] std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  [52] void __gnu_cxx::new_allocator<AVLTree<int, std::less<int> >::Node*>::destroy<AVLTree<int, std::less<int> >::Node*>(AVLTree<int, std::less<int> >::Node**) [374] std::_Deque_base<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::_Deque_impl::~_Deque_impl() [138] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*)
 [326] __gnu_cxx::new_allocator<AVLTree<int, std::less<int> >::Node*>::allocate(unsigned long, void const*) [375] std::_Deque_base<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::_M_allocate_map(unsigned long) [139] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)
