Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      2.88     0.00        1     0.00     0.00  AVLTree<testing, Compare>::AVLTree()
  0.00      2.88     0.00        1     0.00     0.00  AVLTree<testing, Compare>::~AVLTree()
  0.00      2.88     0.00        1     0.00     0.00  AVLTree<testing*, std::less<testing*> >::Node::Node(testing**, AVLTree<testing*, std::less<testing*> >::Node*)
  0.00      2.88     0.00        1     0.00     0.00  AVLTree<testing*, std::less<testing*> >::Node::~Node()
  0.00      2.88     0.00        1     0.00     0.00  AVLTree<testing*, std::less<testing*> >::insert(testing**)
  0.00      2.88     0.00        1     0.00     0.00  AVLTree<testing*, std::less<testing*> >::insert(testing* const&)
  0.00      2.88     0.00        1     0.00     0.00  AVLTree<testing*, std::less<testing*> >::AVLTree()
  0.00      2.88     0.00        1     0.00     0.00  AVLTree<testing*, std::less<testing*> >::~AVLTree()
  0.00      2.88     0.00        1     0.00     0.00  AVLTree<int, std::less<int> >::AVLTree()
  0.00      2.88     0.00        1     0.00    40.01  AVLTree<int, std::less<int> >::~AVLTree()
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node*>::deallocate(AVLTree<testing, Compare>::Node**, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node*>::allocate(unsigned long, void const*)
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node*>::new_allocator()
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node*>::~new_allocator()
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing*, std::less<testing*> >::Node*>::deallocate(AVLTree<testing*, std::less<testing*> >::Node**, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing*, std::less<testing*> >::Node*>::allocate(unsigned long, void const*)
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing*, std::less<testing*> >::Node*>::new_allocator()
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing*, std::less<testing*> >::Node*>::~new_allocator()
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<int, std::less<int> >::Node*>::deallocate(AVLTree<int, std::less<int> >::Node**, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<int, std::less<int> >::Node*>::allocate(unsigned long, void const*)
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<int, std::less<int> >::Node*>::new_allocator()
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<int, std::less<int> >::Node*>::~new_allocator()
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node**>::deallocate(AVLTree<testing, Compare>::Node***, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node**>::allocate(unsigned long, void const*)
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing*, std::less<testing*> >::Node**>::deallocate(AVLTree<testing*, std::less<testing*> >::Node***, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing*, std::less<testing*> >::Node**>::allocate(unsigned long, void const*)
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<int, std::less<int> >::Node**>::deallocate(AVLTree<int, std::less<int> >::Node***, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<int, std::less<int> >::Node**>::allocate(unsigned long, void const*)
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::~new_allocator()
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node*>::max_size() const
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing*, std::less<testing*> >::Node*>::max_size() const
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<int, std::less<int> >::Node*>::max_size() const
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node**>::max_size() const
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing*, std::less<testing*> >::Node**>::max_size() const
  0.00      2.88     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<int, std::less<int> >::Node**>::max_size() const
  0.00      2.88     0.00        1     0.00     0.00  std::allocator<AVLTree<testing, Compare>::Node*>::allocator()
  0.00      2.88     0.00        1     0.00     0.00  std::allocator<AVLTree<testing, Compare>::Node*>::~allocator()
  0.00      2.88     0.00        1     0.00     0.00  std::allocator<AVLTree<testing*, std::less<testing*> >::Node*>::allocator()
  0.00      2.88     0.00        1     0.00     0.00  std::allocator<AVLTree<testing*, std::less<testing*> >::Node*>::~allocator()
  0.00      2.88     0.00        1     0.00     0.00  std::allocator<AVLTree<int, std::less<int> >::Node*>::allocator()
  0.00      2.88     0.00        1     0.00     0.00  std::allocator<AVLTree<int, std::less<int> >::Node*>::~allocator()
  0.00      2.88     0.00        1     0.00     5.00  std::allocator<std::_Rb_tree_node<int> >::allocator()
  0.00      2.88     0.00        1     0.00     0.00  std::allocator<std::_Rb_tree_node<int> >::~allocator()
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_Deque_impl::_Deque_impl()
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_Deque_impl::~_Deque_impl()
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_allocate_map(unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_create_nodes(AVLTree<testing, Compare>::Node***, AVLTree<testing, Compare>::Node***)
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_allocate_node()
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_destroy_nodes(AVLTree<testing, Compare>::Node***, AVLTree<testing, Compare>::Node***)
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_deallocate_map(AVLTree<testing, Compare>::Node***, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_initialize_map(unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_deallocate_node(AVLTree<testing, Compare>::Node**)
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_get_Tp_allocator()
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_Deque_base()
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::~_Deque_base()
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_Deque_impl::_Deque_impl()
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_Deque_impl::~_Deque_impl()
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_allocate_map(unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_create_nodes(AVLTree<testing*, std::less<testing*> >::Node***, AVLTree<testing*, std::less<testing*> >::Node***)
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_allocate_node()
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_destroy_nodes(AVLTree<testing*, std::less<testing*> >::Node***, AVLTree<testing*, std::less<testing*> >::Node***)
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_deallocate_map(AVLTree<testing*, std::less<testing*> >::Node***, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_initialize_map(unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_deallocate_node(AVLTree<testing*, std::less<testing*> >::Node**)
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_get_Tp_allocator()
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_Deque_base()
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::~_Deque_base()
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::_Deque_impl::_Deque_impl()
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::_Deque_impl::~_Deque_impl()
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::_M_allocate_map(unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::_M_create_nodes(AVLTree<int, std::less<int> >::Node***, AVLTree<int, std::less<int> >::Node***)
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::_M_allocate_node()
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::_M_destroy_nodes(AVLTree<int, std::less<int> >::Node***, AVLTree<int, std::less<int> >::Node***)
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::_M_deallocate_map(AVLTree<int, std::less<int> >::Node***, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::_M_initialize_map(unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::_M_deallocate_node(AVLTree<int, std::less<int> >::Node**)
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::_M_get_Tp_allocator()
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::_Deque_base()
  0.00      2.88     0.00        1     0.00     0.00  std::_Deque_base<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::~_Deque_base()
  0.00      2.88     0.00        1     0.00     0.00  std::_Rb_tree_header::_M_reset()
  0.00      2.88     0.00        1     0.00     0.00  std::_Rb_tree_header::_Rb_tree_header()
  0.00      2.88     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTree<testing, Compare>::Node*> >::deallocate(std::allocator<AVLTree<testing, Compare>::Node*>&, AVLTree<testing, Compare>::Node**, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTree<testing, Compare>::Node*> >::allocate(std::allocator<AVLTree<testing, Compare>::Node*>&, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::deallocate(std::allocator<AVLTree<testing*, std::less<testing*> >::Node*>&, AVLTree<testing*, std::less<testing*> >::Node**, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::allocate(std::allocator<AVLTree<testing*, std::less<testing*> >::Node*>&, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTree<int, std::less<int> >::Node*> >::deallocate(std::allocator<AVLTree<int, std::less<int> >::Node*>&, AVLTree<int, std::less<int> >::Node**, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTree<int, std::less<int> >::Node*> >::allocate(std::allocator<AVLTree<int, std::less<int> >::Node*>&, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTree<testing, Compare>::Node**> >::deallocate(std::allocator<AVLTree<testing, Compare>::Node**>&, AVLTree<testing, Compare>::Node***, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTree<testing, Compare>::Node**> >::allocate(std::allocator<AVLTree<testing, Compare>::Node**>&, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTree<testing*, std::less<testing*> >::Node**> >::deallocate(std::allocator<AVLTree<testing*, std::less<testing*> >::Node**>&, AVLTree<testing*, std::less<testing*> >::Node***, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTree<testing*, std::less<testing*> >::Node**> >::allocate(std::allocator<AVLTree<testing*, std::less<testing*> >::Node**>&, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTree<int, std::less<int> >::Node**> >::deallocate(std::allocator<AVLTree<int, std::less<int> >::Node**>&, AVLTree<int, std::less<int> >::Node***, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<AVLTree<int, std::less<int> >::Node**> >::allocate(std::allocator<AVLTree<int, std::less<int> >::Node**>&, unsigned long)
  0.00      2.88     0.00        1     0.00     0.00  std::_Rb_tree_key_compare<std::less<int> >::_Rb_tree_key_compare()
  0.00      2.88     0.00        1     0.00     5.00  std::set<int, std::less<int>, std::allocator<int> >::set()
  0.00      2.88     0.00        1     0.00    18.83  std::set<int, std::less<int>, std::allocator<int> >::~set()
  0.00      2.88     0.00        1     0.00     0.00  std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_destroy_data(std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**>, std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**>, std::allocator<AVLTree<testing, Compare>::Node*> const&)
  0.00      2.88     0.00        1     0.00     0.00  std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::begin()
  0.00      2.88     0.00        1     0.00     0.00  std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::deque()
  0.00      2.88     0.00        1     0.00     0.00  std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::~deque()
  0.00      2.88     0.00        1     0.00     0.00  std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_destroy_data(std::_Deque_iterator<AVLTree<testing*, std::less<testing*> >::Node*, AVLTree<testing*, std::less<testing*> >::Node*&, AVLTree<testing*, std::less<testing*> >::Node**>, std::_Deque_iterator<AVLTree<testing*, std::less<testing*> >::Node*, AVLTree<testing*, std::less<testing*> >::Node*&, AVLTree<testing*, std::less<testing*> >::Node**>, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> const&)
  0.00      2.88     0.00        1     0.00     0.00  std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::begin()
  0.00      2.88     0.00        1     0.00     0.00  std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::deque()
  0.00      2.88     0.00        1     0.00     0.00  std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::~deque()
  0.00      2.88     0.00        1     0.00     0.00  std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::_M_destroy_data(std::_Deque_iterator<AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*&, AVLTree<int, std::less<int> >::Node**>, std::_Deque_iterator<AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*&, AVLTree<int, std::less<int> >::Node**>, std::allocator<AVLTree<int, std::less<int> >::Node*> const&)
  0.00      2.88     0.00        1     0.00     0.00  std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::begin()
  0.00      2.88     0.00        1     0.00     0.00  std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::deque()
  0.00      2.88     0.00        1     0.00     0.00  std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::~deque()
  0.00      2.88     0.00        1     0.00     0.00  std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::stack<std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >, void>()
  0.00      2.88     0.00        1     0.00     0.00  std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::~stack()
  0.00      2.88     0.00        1     0.00     0.00  std::stack<AVLTree<testing*, std::less<testing*> >::Node*, std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> > >::stack<std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >, void>()
  0.00      2.88     0.00        1     0.00     0.00  std::stack<AVLTree<testing*, std::less<testing*> >::Node*, std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> > >::~stack()
  0.00      2.88     0.00        1     0.00     0.00  std::stack<AVLTree<int, std::less<int> >::Node*, std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> > >::stack<std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >, void>()
  0.00      2.88     0.00        1     0.00     0.00  std::stack<AVLTree<int, std::less<int> >::Node*, std::deque<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> > >::~stack()
  0.00      2.88     0.00        1     0.00     5.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl()
  0.00      2.88     0.00        1     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, true>::~_Rb_tree_impl()
  0.00      2.88     0.00        1     0.00    18.83  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase(std::_Rb_tree_node<int>*)
  0.00      2.88     0.00        1     0.00     5.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree()
  0.00      2.88     0.00        1     0.00    18.83  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::~_Rb_tree()

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.35% of 2.88 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00    2.88                 main [1]
                0.00    1.26 1000000/1000000     AVLTree<int, std::less<int> >::insert(int const&) [3]
                0.01    0.88 1000000/1000000     AVLTree<int, std::less<int> >::remove(int const&) [5]
                0.00    0.35 1000000/1000000     std::set<int, std::less<int>, std::allocator<int> >::erase(int const&) [10]
                0.00    0.31 1000000/1000000     std::set<int, std::less<int>, std::allocator<int> >::insert(int&&) [13]
                0.00    0.04       1/1           AVLTree<int, std::less<int> >::~AVLTree() [21]
                0.00    0.02       1/1           std::set<int, std::less<int>, std::allocator<int> >::~set() [37]
                0.00    0.01       1/1           std::set<int, std::less<int>, std::allocator<int> >::set() [63]
                0.00    0.00      25/25          testing::testing(int, int) [150]
                0.00    0.00      25/25          operator!=(AVLTree<testing, Compare>::Iterator const&, AVLTree<testing, Compare>::Iterator const&) [152]
                0.00    0.00      23/23          AVLTree<testing, Compare>::Iterator::operator*() const [164]
                0.00    0.00      23/49          operator<<(std::ostream&, testing&) [146]
                0.00    0.00      23/23          AVLTree<testing, Compare>::Iterator::operator++() [163]
                0.00    0.00      16/16          AVLTree<testing, Compare>::insert(testing const&) [192]
                0.00    0.00      10/10          std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [199]
                0.00    0.00      10/10          std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [195]
                0.00    0.00      10/10          std::chrono::duration<long, std::ratio<1l, 1000l> >::count() const [194]
                0.00    0.00       8/8           AVLTree<testing, Compare>::remove(testing const&) [202]
                0.00    0.00       4/4           AVLTree<testing, Compare>::Iterator::~Iterator() [219]
                0.00    0.00       2/2           AVLTree<testing, Compare>::print() [270]
                0.00    0.00       2/2           AVLTree<testing, Compare>::size() const [279]
                0.00    0.00       2/2           AVLTree<testing, Compare>::begin() [269]
                0.00    0.00       2/2           AVLTree<testing, Compare>::end() [268]
                0.00    0.00       2/2           AVLTree<testing*, std::less<testing*> >::print() [272]
                0.00    0.00       1/1           AVLTree<testing, Compare>::AVLTree() [308]
                0.00    0.00       1/1           AVLTree<int, std::less<int> >::AVLTree() [316]
                0.00    0.00       1/1           AVLTree<testing*, std::less<testing*> >::AVLTree() [314]
                0.00    0.00       1/1           AVLTree<testing*, std::less<testing*> >::insert(testing* const&) [313]
                0.00    0.00       1/1           AVLTree<testing*, std::less<testing*> >::~AVLTree() [315]
                0.00    0.00       1/1           AVLTree<testing, Compare>::~AVLTree() [309]
-----------------------------------------------
                0.51    0.75 1000000/1000000     AVLTree<int, std::less<int> >::insert(int const&) [3]
[2]     43.8    0.51    0.75 1000000         AVLTree<int, std::less<int> >::insert(int*) [2]
                0.01    0.27  631919/631919      AVLTree<int, std::less<int> >::balanceTreeInsertion(AVLTree<int, std::less<int> >::Node*) [15]
                0.24    0.00 36596469/159452605     std::less<int>::operator()(int const&, int const&) const [4]
                0.03    0.18 18166315/36810323     AVLTree<int, std::less<int> >::TEqual(int const&, int const&) const [8]
                0.03    0.00  631920/631920      AVLTree<int, std::less<int> >::Node::Node(int*, AVLTree<int, std::less<int> >::Node*) [31]
-----------------------------------------------
                0.00    1.26 1000000/1000000     main [1]
[3]     43.8    0.00    1.26 1000000         AVLTree<int, std::less<int> >::insert(int const&) [3]
                0.51    0.75 1000000/1000000     AVLTree<int, std::less<int> >::insert(int*) [2]
-----------------------------------------------
                0.00    0.00  398386/159452605     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_upper_bound(std::_Rb_tree_node<int>*, std::_Rb_tree_node_base*, int const&) [66]
                0.00    0.00  398998/159452605     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_lower_bound(std::_Rb_tree_node<int>*, std::_Rb_tree_node_base*, int const&) [67]
                0.00    0.00  632026/159452605     std::_Rb_tree_iterator<int> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_<int, std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, int&&, std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Alloc_node&) [22]
